id,language,buggy_code,fixed_code,description,label,time_to_fix,complexity_score,lines_of_code,bug_type,severity_level,date_reported,date_fixed,fix_status,developer_id
886,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,58,9.4,11,Syntax,High,2021-10-31,2023-08-18,In-Progress,2495
887,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,298,9.82,9,Syntax,Low,2020-11-28,2024-01-30,Pending,4449
888,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,252,2.05,18,Security,High,2024-03-25,2020-04-01,Pending,4984
889,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,buggy,192,6.06,42,Security,Low,2022-12-05,2021-11-09,Fixed,2855
890,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,154,7.22,27,Compilation,Medium,2022-04-07,2021-08-19,Verified,1700
891,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,263,2.24,27,Performance,Low,2024-01-30,2023-07-02,Pending,4119
892,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,207,8.28,38,Performance,Low,2021-10-06,2020-11-26,Verified,2310
893,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,buggy,243,8.06,24,Syntax,Medium,2021-04-25,2020-10-10,Fixed,4526
894,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,243,8.55,38,Syntax,Critical,2021-07-22,2021-04-27,Pending,4456
895,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,214,9.11,43,Logic,Medium,2023-06-20,2021-10-24,Pending,1978
896,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,202,3.79,32,Security,High,2024-10-31,2022-06-19,Fixed,3753
897,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,buggy,267,9.03,25,Compilation,High,2023-08-11,2024-01-18,Verified,1843
898,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,98,9.44,35,Performance,Critical,2023-01-20,2024-05-26,Fixed,3672
899,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,buggy,226,6.33,14,Runtime,Medium,2024-04-05,2024-02-21,Verified,2620
900,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,52,2.7,10,Security,Medium,2024-12-03,2021-01-25,Verified,1588
901,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,244,9.22,6,Runtime,Medium,2021-09-02,2023-01-24,Pending,4956
902,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,159,4.35,11,Compilation,Critical,2023-12-26,2023-01-03,In-Progress,1975
903,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,255,5.52,32,Syntax,Medium,2023-04-05,2024-02-23,Pending,2011
904,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,121,5.65,30,Compilation,Medium,2024-01-05,2023-12-30,Pending,1940
905,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,140,3.35,6,Compilation,Low,2022-01-10,2023-06-27,Fixed,2545
906,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,92,7.01,14,Security,High,2023-09-10,2021-07-12,Pending,3465
907,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,288,7.09,47,Runtime,High,2022-06-08,2022-12-04,Verified,4844
908,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,24,7.65,19,Logic,Medium,2021-06-19,2022-07-19,Verified,2380
909,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,76,3.84,40,Security,Low,2024-12-18,2024-05-03,In-Progress,1006
910,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,81,1.15,16,Performance,Critical,2021-09-05,2020-02-02,In-Progress,2851
911,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,buggy,194,7.19,11,Security,Low,2024-11-24,2024-05-28,In-Progress,2267
912,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,137,7.91,14,Logic,High,2021-03-16,2021-07-11,Pending,3174
913,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,221,7.14,6,Performance,Low,2020-08-06,2021-02-10,Pending,3289
914,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,292,1.75,14,Performance,High,2022-07-09,2022-03-29,Verified,4689
915,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,154,6.08,21,Syntax,Low,2022-09-26,2022-06-29,Pending,1817
916,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,105,5.76,36,Compilation,High,2023-05-03,2022-06-07,Verified,4056
917,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,buggy,297,8.16,7,Security,Low,2024-06-05,2021-02-14,Fixed,3069
918,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,96,4.55,48,Runtime,Critical,2022-12-12,2024-06-25,Verified,4510
919,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,135,7.93,34,Performance,Critical,2023-06-14,2021-08-22,In-Progress,3146
920,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,22,5.35,49,Security,Low,2020-10-02,2023-02-15,Pending,2571
921,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,115,8.85,13,Security,Medium,2023-12-16,2022-07-10,Verified,1524
922,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,156,8.84,39,Logic,Medium,2022-11-22,2023-06-15,Verified,2782
923,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,buggy,91,6.98,35,Syntax,High,2022-06-15,2023-06-11,In-Progress,1098
924,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,47,7.15,16,Logic,Medium,2024-01-12,2021-06-09,In-Progress,1618
925,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,88,3.4,44,Runtime,Medium,2021-04-06,2022-10-30,Fixed,2390
926,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,288,9.49,29,Security,High,2024-12-07,2021-09-02,Fixed,1223
927,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,167,2.26,48,Logic,Low,2024-08-11,2021-10-07,Pending,3115
928,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,112,1.67,20,Performance,Medium,2023-12-28,2020-09-25,Pending,1835
929,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,132,7.19,45,Runtime,Medium,2023-06-24,2020-06-22,Pending,3288
930,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,22,5.88,20,Compilation,Low,2021-12-07,2020-01-21,In-Progress,1571
931,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,296,2.61,45,Compilation,High,2022-01-31,2020-11-24,Fixed,3624
932,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,60,7.3,25,Runtime,Medium,2023-06-19,2023-04-03,Fixed,3271
933,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,buggy,114,9.53,41,Security,Critical,2020-04-23,2022-12-07,Verified,4919
934,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,201,9.68,30,Syntax,Medium,2020-09-06,2021-10-07,In-Progress,2438
935,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,buggy,65,5.6,18,Compilation,Critical,2022-03-13,2022-04-05,Pending,4126
936,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,54,1.27,20,Security,High,2022-06-17,2023-03-05,Pending,1076
937,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,224,1.66,38,Performance,High,2020-05-02,2020-07-10,Pending,4046
938,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,34,3.21,19,Syntax,Critical,2024-10-13,2023-03-22,In-Progress,1159
939,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,202,2.62,27,Logic,Critical,2020-12-10,2021-07-29,Fixed,2421
940,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,186,2.56,13,Logic,Medium,2024-10-02,2024-12-29,Verified,2068
941,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,75,7.16,31,Performance,Medium,2021-12-31,2020-06-16,In-Progress,2910
942,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,83,7.7,44,Compilation,Critical,2021-09-08,2024-07-26,Pending,3724
943,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,buggy,221,6.9,11,Syntax,Critical,2022-03-17,2024-07-15,In-Progress,3963
944,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,81,8.51,32,Logic,Critical,2021-08-22,2023-01-30,Verified,2756
945,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,buggy,169,6.13,27,Runtime,Low,2023-11-10,2023-03-17,Verified,2462
946,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,183,8.59,31,Runtime,High,2024-04-11,2021-04-12,Pending,4226
947,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,58,1.85,31,Performance,Medium,2021-05-09,2024-11-24,Fixed,1168
948,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,88,2.72,22,Runtime,High,2021-06-30,2024-11-08,In-Progress,4378
949,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,buggy,241,5.79,42,Syntax,High,2024-01-23,2021-04-18,Pending,2908
950,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,129,8.09,31,Syntax,High,2021-12-14,2023-11-28,Fixed,2427
951,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,136,2.02,37,Logic,Medium,2023-09-06,2020-12-23,In-Progress,3167
952,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,59,7.13,25,Logic,Critical,2020-04-25,2023-10-29,Verified,1182
953,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,246,7.08,38,Runtime,High,2023-03-29,2024-11-23,Verified,1439
954,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,211,6.84,41,Logic,Medium,2022-04-25,2021-09-14,Fixed,3447
955,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,103,9.39,24,Performance,Critical,2024-02-23,2023-11-19,Fixed,2654
956,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,123,3.93,5,Syntax,Medium,2022-03-06,2020-09-25,Pending,4269
957,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,178,7.26,24,Compilation,Low,2023-05-05,2020-06-05,Verified,4287
958,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,218,2.59,24,Performance,Medium,2020-11-24,2022-07-06,Fixed,2779
959,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,60,2.65,49,Security,High,2022-01-22,2024-02-10,Verified,4458
960,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,272,5.83,14,Performance,Critical,2023-08-23,2024-09-09,Verified,3654
961,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,134,2.18,34,Runtime,Low,2021-07-23,2024-11-02,Verified,3814
962,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,88,1.49,30,Performance,High,2024-08-06,2020-04-27,Verified,3286
963,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,192,4.72,36,Security,Critical,2020-10-15,2023-09-27,In-Progress,2247
964,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,153,2.55,26,Security,Medium,2020-03-01,2022-11-03,In-Progress,2501
965,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,139,5.6,29,Security,Critical,2020-04-26,2022-10-23,In-Progress,3994
966,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,253,9.33,16,Security,Medium,2021-08-13,2020-06-04,In-Progress,3843
967,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,273,5.52,47,Compilation,High,2022-01-02,2020-08-25,Fixed,4122
968,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,106,9.36,45,Logic,High,2020-11-01,2023-04-28,Pending,3995
969,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,274,2.82,22,Compilation,High,2024-05-07,2022-02-18,Verified,2020
970,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,67,2.88,8,Logic,Critical,2020-04-21,2023-07-20,Fixed,4844
971,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,154,7.63,39,Compilation,Medium,2022-10-13,2021-11-01,Pending,2504
972,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,62,7.83,27,Syntax,High,2023-12-30,2021-10-02,In-Progress,4443
973,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,132,6.8,45,Logic,Medium,2023-07-30,2024-09-14,Fixed,1925
974,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,273,9.25,6,Runtime,Critical,2024-04-28,2023-09-07,Verified,4292
975,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,212,2.06,49,Compilation,High,2023-07-09,2024-07-14,Fixed,4601
976,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,137,7.12,11,Runtime,Critical,2020-06-03,2022-09-05,Pending,1310
977,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,69,2.26,10,Runtime,High,2020-10-20,2024-08-17,Fixed,2162
978,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,182,3.76,6,Compilation,Medium,2021-07-21,2023-04-05,Verified,4196
979,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,292,1.47,35,Syntax,Medium,2020-05-15,2024-02-19,Verified,3846
980,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,253,8.99,50,Security,Low,2023-12-19,2024-10-10,In-Progress,1570
981,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,266,2.82,36,Logic,Low,2020-01-26,2020-05-12,Fixed,4251
982,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,78,4.29,17,Logic,Medium,2023-03-21,2022-09-15,In-Progress,1386
983,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,152,9.22,18,Logic,High,2020-01-04,2023-06-25,Fixed,3924
984,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,89,8.38,28,Performance,Medium,2024-06-22,2024-06-08,Verified,2517
985,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,buggy,13,7.94,23,Security,Low,2020-01-27,2022-10-26,Verified,1488
986,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,45,3.64,32,Performance,Low,2020-03-17,2021-11-15,Pending,2410
987,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,126,6.72,30,Syntax,Low,2022-02-27,2022-08-13,In-Progress,3201
988,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,37,2.49,15,Security,Low,2023-11-04,2021-04-16,Verified,1890
989,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,191,4.56,27,Syntax,Low,2022-11-27,2024-12-03,Pending,4803
990,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,182,2.6,9,Runtime,Low,2021-09-11,2023-11-25,Pending,1071
991,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,buggy,231,9.06,23,Security,Critical,2021-08-10,2024-09-21,Verified,4777
992,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,269,4.39,9,Runtime,High,2020-04-17,2021-10-20,Fixed,1308
993,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,74,3.41,19,Performance,Critical,2023-07-27,2024-05-28,Pending,2901
994,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,251,9.66,38,Security,Medium,2024-03-10,2024-06-28,In-Progress,1482
995,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,218,1.81,31,Runtime,Low,2022-09-06,2023-03-13,In-Progress,3202
996,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,124,1.35,15,Security,Critical,2020-06-19,2022-05-21,In-Progress,4105
997,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,278,2.88,30,Security,Medium,2020-08-13,2023-05-09,Pending,3065
998,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,300,2.58,37,Syntax,Medium,2023-08-17,2022-09-13,Verified,3121
999,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,187,1.14,44,Compilation,Medium,2023-11-22,2020-06-11,Verified,4432
1000,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,171,8.86,30,Syntax,Medium,2024-03-17,2020-04-15,Fixed,4423
